Place,Address,Latitude,Longitude,Tips
John & Mary’s Food Store (Where to Eat the Best Yak-a-Mein in New Orleans),"3238 Orleans Ave, New Orleans, LA 70119",29.9747854,-90.0892644,"This bright and tidy corner store off Orleans Avenue features a full service take away kitchen that includes Vietnamese, Chinese and New Orleans dishes, with ya-ka-mein always on the menu.  The pork flavor is spiked with char siu roasted pork, giving the broth a reddish hue, helped along by a generous squirt of hot sauce. "
Join the Congregation at Vessel NOLA (Where to Eat and Drink on New Year’s Eve in New Orleans),"3835 Iberville St, New Orleans, LA 70119",29.9741641,-90.0974484,"Mid City dining destination Vessel, housed in a former church with soaring ceilings and stained glass windows, might be the coolest dinner spot to bid adieu to 2017. The restaurant is no stranger to the late night dining game with its last seating at 11 p.m. on every Friday and Saturday and midnight on Sundays. Chef Eric Sibley has a five-course pre fixe with a glass of bubbles for $62, which also makes it a relatively affordable option for the night."
Jung's Golden Dragon II (Where To Satisfy a Chinese Food Craving in New Orleans),"3009 Magazine St, New Orleans, LA 70115",29.9250678,-90.0850164,"Walk through the red door and under the red silk lanterns into Jung’s, a popular spot for traditional Chinese-American fare, with a few Korean and Thai dishes thrown into the mix. A fixture in New Orleans for close to four decades, Jung’s keeps prices low even for specialty items on their Chinese menu, which offers the likes of boiled fish in hot sauce, spicy pan-fried chicken, and fiery ma po tofu. For the more conservative of palate go-tos include shrimp with lobster sauce and pork fried rice. The dinner combination plates are a great deal, the likes of General chicken and pepper steak priced under $13 and served with shrimp fried rice and spring roll."
Kajun's Pub (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"2256 St Claude Ave, New Orleans, LA 70117",29.9684801,-90.0550919,"With an extensive 7 a.m. to 7 p.m. happy hour, day-drinking inevitably devolves into nightly crooning at this beloved St. Claude karaoke den. The crowd is rabid for karoake, not in a snarky way, they’re full-on supportive to all. It happens every night of the week and it’s a great time.  "
Kartchner's Grocery (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"24562 US-190, Krotz Springs, LA 70750",30.5423638,-91.7572653,"This specialty grocery in Krotz Springs is a one-stop shop for deer sausage, alligator, rabbits stuffed with green onion pork sausage, and boudin (smoked, pork, crawfish, alligator) to take home and stock the freezer. Ready-to-eat delicacies include smoked boudin, cracklins, beef jerky, hog’s head cheese, crawfish boudin balls, pork boudin balls, and a boudin ball stuffed with jalapeño and cream cheese. Tidy and tiny T-Boo’s shares the parking lot with Kartchner’s, bringing freshly baked crawfish bread, sno-balls, pistolettes, and shrimp burgers to the table. "
Kermit Ruffins at The Little Gem Saloon (Where to Eat and Drink on New Year’s Eve in New Orleans),"445 S Rampart St, New Orleans, LA 70112",29.9507523,-90.0750512,"While The Little Gem has a several dinner seatings accompanied by live music on New Year’s Eve, the  most coveted is between 7 p.m. and and 8 p.m. during the Kermit Ruffins and the BBQ Swingers show. A NYE four-course prix fixe dinner is available from 5:30 p.m. to 11 p.m. for $80 including crab bisque and caviar, filet mignon, lobster tail, mushroom risotto, and more. Wine pairings optional. Vegetarian prix fixe available upon request. If you miss the dinner show, Kermit Ruffins plays again at 10:30 p.m. for the Black and White Ball. Tickets and info on the website. "
Killer PoBoys (Here are New Orleans’ Best Po-Boy Spots),"219 Dauphine St, New Orleans, LA 70112",29.9557576,-90.0699368,"What began as a pop-up and then expanded to become a order window hot spot at the back of the Erin Rose bar, has since added a second “big” French Quarter location on Dauphine with tables (open until 8). Both Killers offer much needed chow-down, budget-friendly options while strolling the Quarter. But don’t come to Killer Po-boys looking for dyed-in-the-wool traditional po-boys, but rather an inventive departure from the genre. For example, it may have the only smoked salmon po-boy in town. What earns Killers a spot on this list of greats? Crafted, cosmopolitain combos that pack world-class street food into a loaf, from the popular glazed pork belly to the veg friendly roasted sweet potato to the Latin-inspired chorizo and avocado. And all for $13 and under."
La Boulangerie (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"4600 Magazine St, New Orleans, LA 70115",29.9205294,-90.1039768,"No shortage of Uptown huff has surrounded this longtime Magazine street bakery since Donald Link and partner Stephen Stryjewski took over from the previous (French) owners in 2015. The iconic blue facade and French inspiration remain, though some longtime clients remain très distraught at perceived filling and flavor changes. What is undeniable: La Boulangerie’s impressive selection of hearty breads, among them the splurge-worthy olive fougasse, the blue cheese, and rosemary with sea salt loaves. Sandwiches served all day, including Boulangerie’s uptake on the egg McMuffin. Pastry Chef Maggie Scales’ handiwork includes no shortage of wondrous sweets and cakes. (Scales is the pastry chef for the whole Link Restaurant Group.) Notable: La Boulangerie uses locally milled whole wheat flour, Louisiana honey, and raw sugar. "
La Petite Sophie (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"9047 Jefferson Hwy, River Ridge, LA 70123",29.9482695,-90.2133657,"After stints with pop-ups, farmer’s markets, and a Kickstarter campaign, this River Ridge newcomer at last opened its doors this past December. Named for co-owners and chefs Lya and Jeff Becnel’s beloved daughter, La Petite Sophie offers what may be the area’s best croissant selection. Both Becnels bring their extensive training (she: Le Cordon Bleu; he: CIA) and impressive experience in both American and German restaurants to bear on some nine sweet and savory varieties of the French breakfast staple, including chocolate almond, kumquat, and ham and cheese. However, the start may be kouign amann, Brittany’s salted caramel take on the pastry. Also available: sweet buns, quiches, muffins, palmiers, and soft German pretzels. "
"La Provence (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","25020 Highway 190, Lacombe, LA",30.33325004,-89.99281168,"Is La Provence still worth the drive after the stunning sale of the once John Besh owned restaurant? Absolutely. Texas natives Chef Eric Hunter and Jennifer Pittman Hunter, the new owners, lived on the property for months learning about the food and everything else. Eric Hunter, who grew up on the North Shore, has known John Besh since their sisters were roommates in college. Should we expect changes? Not really, but keep a look out for some cool wine tastings (some from Texas, where the Hunters moved from) and maybe some a retail side of the restaurant. Trust us, John Besh took the sale of La Provence very seriously and chose the best person for its next era. It’s also accessible from the Trace."
La Provence (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"25020 US-190, Lacombe, LA 70445",30.3332867,-89.9926672,Chef Eric Hunter and Jennifer Pittman Hunter run this country style French dining destination on picturesque grounds with several acres of kitchen garden and space for the pigs and bees that are raised onsite. The menu is as thoughtful and precise as it gets. Plus the restaurant forgoes traditional bread and butter service in lieu of toast points and pâté. Look out for some cool wine tastings (some from the Hunters’ native Texas) and maybe a retail side of the restaurant in the future.
Lafitte's Blacksmith Shop (The 12 Essential French Quarter Bars),"941 Bourbon St, New Orleans, LA",29.96103797,-90.06360776,"There are old buildings in the French Quarter and then there are old. Now coming up on its 300th birthday, Lafitte’s is reputed to be the oldest building used as a bar in the U.S. The iconic brick and beam Creole cottage construction is a standout even in a neighborhood of standouts, and is believed to have been the storehouse of New Orleans privateer Jean Lafitte. The bar continues to attract visitors less for its cocktail program than for its candle lit, rustic, and yes, piratey atmosphere. And while Lafitte’s gets bustling come night, its lower Bourbon location puts some breathing room between it and the strip club scene. Keep the drinks simple here."
Laurel Street Bakery (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"2701 S Broad Ave, New Orleans, LA 70125",29.9516232,-90.099821,"This bakery and cafe has found a sweet spot (sorry!) in a pocket of Broad (at one time, it was actually on Laurel Street) that for years was in desperate need of one. Step inside sunny and hip Laurel Street Bakery, and it’s hard not to feel an uptick in good vibes. More than anything, it’s bagels that rule the day with a solid selection including spreads, all made in-house. Schmear options include shallot and bacon, date and honey, pimento olive, and lox. Bagel lovers looking to feed a family or group will appreciate “brown bag” to go options. Those looking to catch up with a friend or get in a little work will appreciate hearty bagel breakfast sandwiches; and come lunch, sandwiches are served on regular sliced bread. And yes, sweets do abound: cakes, cupcakes, cookies, brownies, rolls — you get the picture. Open 7 days"
Liberty Cheesesteaks (Where to Watch the 2018 Super Bowl in New Orleans),"5041 Freret St, New Orleans, LA 70115",29.935065,-90.109156,"New Orleans doesn’t have a horse in the game, so why not watch the game at Liberty Cheesesteaks (New Orleans’ unofficial home of the Philadelphia Eagles) eating Philadelphia’s most iconic food? This past year, the cheesesteak hub (co-owned by a Philly native) moved into a larger location with plenty of seating, televisions, and a full bar. Follow the restaurant’s Facebook page to watch all the Eagles hype videos you can handle."
Lilly's Cafe (New Orleans' Essential Lunch Spots),"1813 Magazine St, New Orleans, LA 70130",29.93208626,-90.07343804,"This LGD staple is where numerous locals go to get their lunchtime pho fill. Many consider the broth here to be the best in town, but the menu is also home to numerous Vietnamese classics that won't break the bank."
Little Chinatown - Kenner (Where To Satisfy a Chinese Food Craving in New Orleans),"3800 Williams Blvd, Kenner, LA 70065",30.0253255,-90.2383854,"This friendly little joint on Williams Boulevard near the airport has a massive menu of darn good traditional Chinese fare. Get the salt and pepper oysters if they’re on special or try the Peking duck, a rare find at most New Orleans Chinese spots.  (The pancakes are bun style, not the thin kind, but very good). The $6.95 lunch specials are a stupid good value. Avoiding fried? Try the chicken lettuce wraps,  a light dish that doesn’t include a side of guilt. "
Liuzza's by the Track (Here are New Orleans’ Best Po-Boy Spots),"1518 N Lopez St, New Orleans, LA 70119",29.9803178,-90.0831592,"Come Jazz Fest, this popular, laid back, horse-themed corner joint by the track is like its po-boys, overflowing. The New Orleans-style barbecue shrimp po-boy (difficult to contain so grab a fork) remains a popular option, but the stunner is the fried oyster with garlic butter. Both highly splittable to leave room for fries. Lunch or early dinner; closes at 7:30. "
"LOLA (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","517 N New Hampshire St, Covington, LA",30.47832,-90.0964391,"Celebrating its tenth year of business in Covington, Lola restaurant comes from Nealy Frentz and her husband Keith Frentz, both chefs. The Southern-centered spot is located in the historic Covington depot and serves a casual lunch Monday-Friday and and upscale dinner Thursday-Saturday. Think: chargrilled Spanish octopus, crawfish cakes, and shrimp and grits (pork belly, Tin Roof shrimp broth, grilled bread). Plus, these two were once crowned the King and Queen of Louisiana Seafood. If you are doing the Tammany Trace bike option, this is a restaurant that is right on the Trace."
Lucky's Bar (Six Spots That Combine Laundry and Drinking in New Orleans),"1625 St Charles Ave, New Orleans, LA 70130",29.938033,-90.0765771,"With a front balcony overlooking picturesque St. Charles Avenue, this dive bar and laundromat is conveniently located on the streetcar line. Besides decent pub food like pizzas and burgers and a bloody Mary made without the help of a mix, this LGD staple even has live music and karaoke from-time-to-time. Open 24 hours."
Man Chu Food Store (These Are New Orleans’ Essential Corner Stores (With Great Food)),"1413 N Claiborne Ave, New Orleans, LA 70116",29.9698811,-90.0686867,"Despite sitting in the shadow of the 1-10 overpass, purple-hued Manchu continues to draw lines for its fried chicken. “Two years ago I was standing on the corner of Claiborne and Esplanade shooting second line footage. It was the first day of shooting for Corner Stores,” Evan recalls. “Out of deep foodie passion and pure New Orleans kindness, one of the dancers ordered me a 6-piece meal of Manchu fried chicken. Supremely seasoned. Cooked to perfection. Manchu, I love you.” Manchu, also known for yakamein, is on Eater’s list of 38 essential New Orleans restaurants. "
Man Chu Food Store (Where to Eat the Best Yak-a-Mein in New Orleans),"1413 N Claiborne Ave, New Orleans, LA 70116",29.9698811,-90.0686867,"Although the low-slung purple building at the corner of Claiborne and Esplanade is known for its crack wings (and with good reason), this family-owned eatery also dishes Chinese food, po- boys and egg rolls in numbers meant for tailgating.  The mamas in the kitchen also prepare ya-ka-mein to order, stir-frying the noodles and adding bits of what tastes almost like corned beef to the broth. "
Mannings (Where to Watch the 2018 Super Bowl in New Orleans),"519 Fulton St, New Orleans, LA 70130",29.9473705,-90.065614,"A sports bar on steroids, this Archie Manning-owned CBD spot is all about big booths, big patio, big screens, big beers, and — if you’re lucky and plan ahead - big, leather reclining chairs. Easy parking in the Harrah’s garage make Manning’s a popular game day destination. For the Super Bowl, the bar is offering food and beverage packages (four-course menu and open bar during the game) for $200 on the lower level and $250 per person on the upper. The bar and courtyard will be open on a first come, first served basis with a limited menu. Call 504-593-8118 to reserve a package."
Maple Street Patisserie (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"7638 Maple St, New Orleans, LA 70118",29.9416452,-90.1295033,"It’s not surprising that many bakeries draw from European influences; however Maple Street Patisserie’s charming master baker and pastry chef Ziggy Chichowski, is, in fact, European. The dedication to craft and traditional Viennese and French goods are evident in Maple Street’s beautifully rendered cakes, pastries, and repertoire of classic breads. A low key but warm spot to grab and cup of coffee and a breakfast treat (sausage biscuits are divine); those seeking more substance, will find lunch sandwiches on house-baked bread. File under you may (or may not) want to know: All of Chef Ziggy’s gorgeous cakes can be had in 6” sizes. The chocolate with hazelnut filling delivers. "
Mardi Gras Zone (These Are New Orleans’ Essential Corner Stores (With Great Food)),"2706 Royal St, New Orleans, LA 70117",29.9643108,-90.0502289,"“Don’t be fooled by the plain, brick entryway—Mardi Gras Zone is an almost mythical touchstone in New Orleans’ wild rough of corner stores,” says Evans. She suggests starting with an elephant-ear sized slice of pizza (vegan available) fresh out of the wood-burning stove. If it’s Monday, be prepared to stand in line as red beans and rice are on the house. "
Marie's Bar (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"2483 Burgundy St, New Orleans, LA 70117",29.9669845,-90.0520947,"This longtime cash-only neighborhood bar is rife with colorful regulars. It’s the kind of place to throw back $2 beers, shoot some pool, and — if opportunity knocks — grab a condom from the fishbowl near the bar. You can add good grub to that list now as well, as Tres Barnard is again serving up Southern-inspired bar food with the brand new Marie’s Kitchen Fridays through Sundays from 5 p.m. to midnight."
Markey's Bar (Where to Watch the 2018 Super Bowl in New Orleans),"640 Louisa St, New Orleans, LA 70117",29.9630565,-90.0438317,"Serving the Bywater area since the 1940s, the bar thankfully hasn’t changed as much as the area around it. In fact, the clientele is a cool little mix of old-school regulars and hipsters that have only recently docked in New Orleans. Markey’s is also a great spot to watch the game with large televisions, an ample selection of draft beer, pub grub, and speedy bartenders. "
Meauxbar (Where to Eat the Best Yak-a-Mein in New Orleans),"942 N Rampart St, New Orleans, LA 70116",29.9627611,-90.0661284,"There’s nothing corner store about the daily ya-ka-mein that runs $18 on the menu at Meauxbar, the swank North Rampart restaurant across from Armstrong Park.  Chef John Bel riffs off tradition, upgrading the beef to short ribs or rib eye, using bits of fried chicken skin for garnish, generally upping the ante on what might just be the ultimate comfort bowl. "
Melba's Poboys (Six Spots That Combine Laundry and Drinking in New Orleans),"1525 Elysian Fields Ave, New Orleans, LA 70117",29.9730379,-90.0564454,"Because you’re doing laundry and you deserve a dirty banana daiquiri and a po-boy. The laundry facilities are actually located next door to this iconic, post-Katrina po-boy spot on Elysian Fields. Melba’s is open 24 hours, and breakfast starts at midnight."
Melba's Poboys (Where to Find the Best 24-Hour Eats in New Orleans),"1525 Elysian Fields Ave, New Orleans, LA 70117",29.9730379,-90.0564454,"“Eat Pray Love” proclaims a sign outside of this neighborhood staple on busy Claiborne Avenue. As in “Eat at Melba’s, Pray before meals, and Love New Orleans.” If that’s not enough to get you in the door, consider the long list of frozen daiquiris, every possible kind of over stuffed po-boy (there must be 30 shrimp in that thing!) and the shrimp and grits is perfect any time of day. There just happens to be a laundromat next door that offers free dryers after midnight, in case you need to do a few loads while you munch. "
"Meribo (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","326 Lee Ln, Covington, LA",30.477106,-90.091896,"Meribo, pronounced ""Muh-REE-bo,"" combines the two Italian words meridionale (southern) and cibo (food) to indicate the restaurant's dedication to combining southern Italian recipes with American southern ingredients, like wild boar and Benton's bacon. The interior is clean and modern and mostly white with floor-to-ceiling windows and chrome and red accents. The restaurant is known as a pizzeria (and an excellent one at that), but be sure to consider other dishes, like the crawfish boil gnocchi or crispy chicken livers, as well. It’s just off Tammany Trace."
Mid City Yacht Club (Where to Watch the 2018 Super Bowl in New Orleans),"440 S St Patrick St, New Orleans, LA 70119",29.975274,-90.109784,"This Mid City favorite has it going on when it comes to games with crawfish boils, outdoor and indoor seating, and great drink specials. Plus, there are plenty of TV screens: four 26″, five 42″, two 50″, one 70″, and one 120″ projector. Menu items include solid New Orleans-style pub grub: crawcheese fries, debris fries, an alligator sausage dog and more."
Middendorf's Seafood (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"30160 US-51, Akers, LA 70421",30.2895422,-90.401475,"Located between Lake Maurepas and Lake Pontchartrain, Middendorf’s restaurant put thin-fried catfish on the map. It opened in 1934, but the building has been rebuilt over and over again after being knocked down by hurricanes. Outside seating means gorgeous views of the lake."
Mike's Food Store (These Are New Orleans’ Essential Corner Stores (With Great Food)),"3708 St Claude Ave, New Orleans, LA 70117",29.9659858,-90.0378184,"Pizza and inexpensive, flavorful vegan fare draw Evans to this Bywater corner spot. “In the back hides an unexpected, delicious food discovery called the ‘Pizza Garage,’ she says. “Caribbean flavors offer a bite of the unexpected. If you’re a regular, Chef Karen will whip you up a personal dish.”  "
Ming's (Where To Satisfy a Chinese Food Craving in New Orleans),"7224 Pontchartrain Blvd, New Orleans, LA 70124",30.020636,-90.1149156,"Tucked away by a Lakeview shopping center, Ming’s isn’t a typical Chinese joint. This Cantonese restaurant is open, airy, sans red dragon decor, and offers outside seating. There are cheap traditional lunch specials but chef and owner Ming Joe has a few tricks up his sleeve. Besides the usuals for dinner, try the crawfish velvet, a riff on shrimp with lobster sauce and a sultry moo shu pork, with five pancakes. You might need more. Check out the happy hour 4:30 p.m. to 6:30 p.m. Monday through Saturday for drink specials (2 for 1 Tsingtao, $5 Mai Tais) and a menu of $2-$6 dumplings and egg rolls.  "
Molly's at the Market (The 12 Essential French Quarter Bars),"1107 Decatur St, New Orleans, LA",29.96002897,-90.05988158,"Punchy and cheap, Molly’s has long been a go-to for locals needing to meet up with visiting groups of chatty, non-fussy friends. While it’s lower Decatur location makes it a useful pit stop for those heading to or returning from the music clubs on Frenchmen Street, plenty of folks seem content to hang out here for hours. Keep cocktails simple: Five bucks will buy a frozen Irish coffee, Moscow mule, or a dark and stormy, but for the most part, Molly’s is a beer and chaser sort of joint. Local brews on draught."
Morning Call (Where to Find the Best 24-Hour Eats in New Orleans),"56 Dreyfous Dr, New Orleans, LA 70119",29.9854452,-90.0951782,"Yes, Morning Call has beignets — fresh fried and showered with confectioners sugar. But this City Park gem also dishes decent jambalaya, gumbo, and muffulettas. Plus, the beer is cheap, and there’s an oversized patio with free wifi. Tie in the proximity to gorgeous live oaks and the Sculpture Garden, and Morning Call is a secret weapon of comfort food. "
Mosca's (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"4137 US-90, Westwego, LA 70094",29.9111715,-90.2292837,"A Louisiana-style Italian restaurant in a white clapboard building with real ties to the mafia, this unassuming institution once inspired an entire story in the New Yorker. The jukebox offers a solid side of Louis Prima to go with specialties like chicken a la grande, oysters Mosca, and perfectly al dente pasta. It’s like entering the Italian heart of New Orleans."
Mr. B's Bistro (Ten Spots Where the Three-Martini Lunch is Alive and Well),"201 Royal St, New Orleans, LA 70130",29.9542741,-90.068231,"Another impeccably run restaurant from a member of the Brennan family (Cindy Brennan in this case), this bustling French Quarter spot is filled with big names in New Orleans business during weekday lunch. They’re slurping glistening bowls of gumbo ya ya and dunking French bread into bowls of New Orleans-style barbecue shrimp — and wearing bibs while doing it. It helps that Mr. B’s pours $1.50 martinis (and bloody Marys) during weekday lunch. Order as many as you like; nobody is counting. "
Mr. Chill's First Class Cuts (Where To Eat New Orleans’ Best Hot Dogs),"2736 S Carrollton Ave, New Orleans, LA 70118",29.9589366,-90.1176477,"Mr. Chill’s, which took over a former tattoo shop next to Cooter Brown’s, is a family friendly spot with bright yellow walls that really does have first class hot dogs, split down the middle to maximize that backyard grill flavor and placed on a bun that has the sweetness of a brioche. Tons of toppings and specialty dogs. Plus, save room for the best slice of 7-UP pound cake that you’ve ever had. The place is warm and friendly and feels like an old school New Orleans snack stand that graduated into a restaurant -- with honors."
Ms. Mae's The Club (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"4336 Magazine St, New Orleans, LA 70115",29.920711,-90.101216,"This neighborhood bar at the intersection of Magazine and Napoleon is always open, so stop in for a drink and a game of pool or air hockey any time of day or night. Get too wasted and you might just earn a spot on the Wall Of Shame. Cash only and don’t whine about it. Open 24/7."
Muriel's Jackson Square (Ten Spots Where the Three-Martini Lunch is Alive and Well),"3206, 801 Chartres St, New Orleans, LA 70116",29.9583835,-90.063105,"Bloody Marys, vodka, or gin martinis and red and white wine pour for $4 during lunch at Muriel’s, located just off Jackson Square. The $18.95 two-course lunch special includes the likes of blackened catfish, étouffée, and pork chops, but the a la carte entree salads from chef Erik Veney are excellent. Try the Cobb with extra blue cheese dressing on the side. "
Muriel's Jackson Square (Where to Find the Best Réveillon Dinners in New Orleans 2017),"801 Chartres St, New Orleans, LA 70116",29.9583835,-90.063105,"This four-course plus eggnog menu from this French Quarter icon offers both lighter and heavier options, all with Louisiana-inspired flavors. For the truly ravenous: a first course of fried oyster chowder with corn, leeks, potato, and applewood bacon starter or the seared venison with port wine and currant reduction entree. $55 per person."
Napoleon House (The 12 Essential French Quarter Bars),"500 Chartres St, New Orleans, LA",29.956,-90.06497,"Originally built as a refuge for Napolean Bonaparte, this 200-year-old townhouse exudes the sort of exquisite, romantic decay that epitomizes the French Quarter. With its peeling plaster walls, exposed beams, classic polished bar and opera arias playing in the background, time seems to stand still here, and it’s easy to see why the building has been the subject of countless photographs, including photo spreads for Anthropologie. Classics, such as a Pimm’s Cup, Aperol Sptriz, or BouIevardier are all good bets and can be had for under $10. Note the Napolean House keeps restaurant hours and closes at 10 p.m."
New Orleans Cake Café & Bakery (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"2440 Chartres St, New Orleans, LA 70117",29.9636919,-90.0529387,"University area residents in the late 1990s will remember Cake Cafe owner Steve Himlefarb walking around Maple Street peddling his plastic-wrapped cake slices held high above his head on a round tray. It’s been more than a minute since then and years now since he graduated big time into the quirky and funky French Quarter brick-and-mortar cafe loved for its cakes, breakfast, and add-a-cupcake-for-$1 option in the French Quarter. Plus, his boozy cupcakes are a perfect fit for the city. As the name of his cafe makes clear, the core of his business is still the fluffy cakes he once sold from business-to-business and door-to-door."
Nine Roses (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"1100 Stephens St, Gretna, LA 70053",29.9157979,-90.0451841,"There’s an outpost of this beloved Gretna Chinese and Vietnamese restaurant on Conti in the French Quarter, but the original has a much larger menu and is worth a trip. Try the house specialty: grilled beef, chicken, squid, and shrimp, prepared fondue-style at the table and wrapped in lettuce with herbs. Closed Wednesdays."
O'Delice French Bakery (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"6033 Magazine St, New Orleans, LA 70118",29.9226246,-90.1224015,"Nancy Nguyen’s spotless Uptown bakery flies under the radar, situated in a house set back from the street next to a small strip shopping center on a lazy, shady stretch of Magazine, but inside she churns out perfectly executed, light-as-a-cloud buttercream cakes.mNguyen is much more accommodating than other bakers, often trying to get that last-minute cake ready (And sometimes she has some ready in the case). If committing to a cake is a bit much, be sure to scoop up a few of her lovely petit fours. Organize your visit around lunchtime and leave time to devour the chicken salad on a croissant. "
"Old Rail Brewing Co. (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","639 Girod St, Mandeville, LA",30.36061338,-90.0633341,"It’s not a manufacturing brewery but a brewpub, or restaurant that brews its own beer for on-site consumption only. The food is great and there’s a viewing window into the brewing operation. Plus it’s located just across from the Mandeville Trailhead, making it a perfect spot on a bicycle tour of the St. Tammany Trace."
Orleans Food Store (These Are New Orleans’ Essential Corner Stores (With Great Food)),"2835 Orleans Ave, New Orleans, LA 70119",29.9724101,-90.0847855,"After four feet of flood water in August 2017 destroyed the store’s inventory and refrigerators, this Mid-City corner spot of 30 years nearly had to fold. But support from neighbors, daily lunch specials, including a superlative red beans and rice plate, have kept Orleans Food Store open for business. Open daily from 7 a.m. to 8 p.m."
"Ox Lot 9 (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","428 E Boston St, Covington, LA",30.47558634,-90.09574453,"Even though the North Shore isn't that far away, the trip over Lake Pontchartrain can make it seem like a road trip to another world. If you decide to go ahead and spend the night after a day of eating and drinking on the North Shore, you’re staying at the elegant Southern Hotel. And if you are staying at the elegant Southern Hotel (And even if you’re not), you’re eating at Oxlot 9. With a simple yet sophisticated approach to food, them menu changes often, but sometimes includes Royal Red shrimp ceviche, pork belly “yakamein,” and soft shell crawfish caprese. Also, check out the Sunday brunch, which features a “knife and fork” chicken biscuit, grillades and grits, and other items to get your a.m. fun started. It’s easily accessible from the Trace and ultra-close to Lola and Covington Brewhouse."
OXLOT 9 (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"428 E Boston St, Covington, LA 70433",30.4755799,-90.0957967,"Housed within the elegant Southern Hotel, Oxlot 9 takes a simple and sophisticated approach to food. The menu changes often, but sometimes includes Royal Red shrimp ceviche, pork belly “yakamein,” and soft shell crawfish caprese. Also, check out the Sunday brunch, which features a “knife and fork” chicken biscuit, grillades and grits, and other items to get the a.m. fun started. "
OXLOT 9 (Where to Eat the Best Yak-a-Mein in New Orleans),"428 E Boston St, Covington, LA 70433",30.4755799,-90.0957967,"Chef Jeffrey Hansell sets the bar high with his pork belly ""yaka mein” at Oxlot 9, an intimate farm-forward restaurant in the heart of downtown Covington on the Northshore.  Hansell’s version of the New Orleans staple starts with a bacon consomme swimming with udon noodles, napa cabbage kimchi, local mushrooms, kale and a soft poached yard egg. "
Pal's Lounge (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"949 N Rendon St, New Orleans, LA 70119",29.9767732,-90.0864518,"Don’t come to Pal’s expecting a Scene. Instead find locals chilling at this neighborhood bar not far from the Jazz Fest Fairgrounds. The drinks are a step up from most dives, with daily specials (mulled wine? sure!) and a food pop-up to keep the munchies at bay. There’s a buzzer outside, so push it: That’s how to enter the Pal’s portal. "
Palace Café (Where to Find the Best Réveillon Dinners in New Orleans 2017),"605 Canal St, New Orleans, LA 70130",29.952895,-90.0682121,"With its spacious and airy, turn-of-the-century dining room, the Palace Cafe offers a lovely spot to celebrate the season. The four-course menu includes one of the more distinct and decidedly festive salad options on this list: a crab and spinach salad with candied kumquats and gingerbread crouton. Entrees include pompano with a potato apple latke and caviar cream, a mustard crusted wild boar tenderloin, or veal blanquette with mushrooms, pearl onions and cream. $65"
"Palmetto's On The Bayou (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","1901 Bayou Ln, Slidell, LA",30.27738668,-89.7849699,"Accessible from the Tammany Trace, this spot is a ride. It’s about 19 miles past Old Rail Brewing, count on a bike ride (partly through Fountainbleu State Park) that will last about an hour and a half. That said, it’s a picturesque restaurant that covers the basics on its menu: crab cakes, trout amandine, and steaks."
Panda King (Where To Satisfy a Chinese Food Craving in New Orleans),"925 Behrman Hwy, Terrytown, LA 70056",29.8902675,-90.0176971,"The only place around that serves traditional dim sum from push carts, Panda King on the West Bank draws hordes to the Hong Kong brunch of steamed dumplings, baked buns, roasted duck, and pork, served on the weekends from 10:30 a.m. to 3 p.m. During the week, there’s a huge lunch buffet with the usual, along with the odd addition of spaghetti and meatballs and red beans and rice.  Ask about hot pots, simmering pots of broth with a variety of ingredients available, served daily from 5 to 10 p.m.  "
Parasol's (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"2533 Constance St, New Orleans, LA 70130",29.926439,-90.080136,"This long-time divey hang also has one of the best roast beef po’ boys in the city. Located in the heart of the Irish Channel on the corner of Constance and Third, it also serves as the unofficial epicenter of St. Patrick’s Day revelry, if you can make it through the sea of partiers. "
